Extract Name	Comment [rna_tube]	Comment [sample_name]	Comment [organism]	Protocol REF	Parameter [rna_extraction]	Extract Name	Comment [rna_id]	Comment [Material Type]	Comment [comment_on_rna]	Protocol REF	Comment [lsid]	Parameter [library_protocol]	Library Name	Comment [library_id]	Protocol REF	Parameter [sequence_protocol]	Parameter [machine_name]	Parameter [run_name]	Parameter [flowcell.channel]	File Name	Comment [sequence_raw_file]	Protocol REF	Parameter [sex]	File Name
10017-101C8	10017-101C8	kidney, adult, pool1	Homo sapiens	standard whole cell	standard whole cell	10017-101C8.rna	10017-101C8.rna	total RNA	comment:company:"Ambion"; RNA lot number:"0910061 -8"; RNA Catalog number:"Cat:AM6000 Lot:0910061 -8"; donor(cell lot):"3 pool"; ethnicity:"mixed"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	656	OP-HELISCOPE-CAGE-v3.12	CNhs10622	CNhs10622	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch05	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	delve_align	female	kidney%2c%20adult%2c%20pool1.CNhs10622.10017-101C8.hg19.nobarcode.bam
10018-101C9	10018-101C9	liver, adult, pool1	Homo sapiens	standard whole cell	standard whole cell	10018-101C9.rna	10018-101C9.rna	total RNA	comment:company:"Ambion"; RNA lot number:"0910061 -9"; RNA Catalog number:"Cat:AM6000 Lot:0910061 -9"; donor(cell lot):"3 pool"; ethnicity:"C?"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	657	OP-HELISCOPE-CAGE-v3.12	CNhs10624	CNhs10624	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch24	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	delve_align	mixture	liver%2c%20adult%2c%20pool1.CNhs10624.10018-101C9.hg19.nobarcode.bam
10019-101D1	10019-101D1	lung, adult, pool1	Homo sapiens	standard whole cell	standard whole cell	10019-101D1.rna	10019-101D1.rna	total RNA	comment:company:"Ambion"; RNA lot number:"0910061 -10"; RNA Catalog number:"Cat:AM6000 Lot:0910061 -10"; donor(cell lot):"3 pool"; ethnicity:"C"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	657	OP-HELISCOPE-CAGE-v3.12	CNhs10625	CNhs10625	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch21	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	delve_align	mixture	lung%2c%20adult%2c%20pool1.CNhs10625.10019-101D1.hg19.nobarcode.bam
10020-101D2	10020-101D2	ovary, adult, pool1	Homo sapiens	standard whole cell	standard whole cell	10020-101D2.rna	10020-101D2.rna	total RNA	comment:company:"Ambion"; RNA lot number:"0910061 -11"; RNA Catalog number:"Cat:AM6000 Lot:0910061 -11"; donor(cell lot):"3 pool"; ethnicity:"mixed"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	657	OP-HELISCOPE-CAGE-v3.12	CNhs10626	CNhs10626	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch18	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	delve_align	female	ovary%2c%20adult%2c%20pool1.CNhs10626.10020-101D2.hg19.nobarcode.bam
10021-101D3	10021-101D3	placenta, adult, pool1	Homo sapiens	standard whole cell	standard whole cell	10021-101D3.rna	10021-101D3.rna	total RNA	comment:company:"Ambion"; RNA lot number:"0910061 -12"; RNA Catalog number:"Cat:AM6000 Lot:0910061 -12"; donor(cell lot):"3 pool"; ethnicity:"mixed"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	657	OP-HELISCOPE-CAGE-v3.12	CNhs10627	CNhs10627	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch15	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	delve_align	female	placenta%2c%20adult%2c%20pool1.CNhs10627.10021-101D3.hg19.nobarcode.bam
10022-101D4	10022-101D4	prostate, adult, pool1	Homo sapiens	standard whole cell	standard whole cell	10022-101D4.rna	10022-101D4.rna	total RNA	comment:company:"Ambion"; RNA lot number:"0910061 -13"; RNA Catalog number:"Cat:AM6000 Lot:0910061 -13"; donor(cell lot):"3 pool"; ethnicity:"C"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	657	OP-HELISCOPE-CAGE-v3.12	CNhs10628	CNhs10628	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch12	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	delve_align	male	prostate%2c%20adult%2c%20pool1.CNhs10628.10022-101D4.hg19.nobarcode.bam
10023-101D5	10023-101D5	skeletal muscle, adult, pool1	Homo sapiens	standard whole cell	standard whole cell	10023-101D5.rna	10023-101D5.rna	total RNA	comment:company:"Ambion"; RNA lot number:"0910061 -14"; RNA Catalog number:"Cat:AM6000 Lot:0910061 -14"; donor(cell lot):"3 pool"; ethnicity:"C"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	657	OP-HELISCOPE-CAGE-v3.12	CNhs10629	CNhs10629	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch09	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	delve_align	mixture	skeletal%20muscle%2c%20adult%2c%20pool1.CNhs10629.10023-101D5.hg19.nobarcode.bam
10024-101D6	10024-101D6	small intestine, adult, pool1	Homo sapiens	standard whole cell	standard whole cell	10024-101D6.rna	10024-101D6.rna	total RNA	comment:company:"Ambion"; RNA lot number:"0910061 -15"; RNA Catalog number:"Cat:AM6000 Lot:0910061 -15"; donor(cell lot):"3 pool"; ethnicity:"C"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	657	OP-HELISCOPE-CAGE-v3.12	CNhs10630	CNhs10630	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch06	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	delve_align	mixture	small%20intestine%2c%20adult%2c%20pool1.CNhs10630.10024-101D6.hg19.nobarcode.bam
10025-101D7	10025-101D7	spleen, adult, pool1	Homo sapiens	standard whole cell	standard whole cell	10025-101D7.rna	10025-101D7.rna	total RNA	comment:company:"Ambion"; RNA lot number:"0910061 -16"; RNA Catalog number:"Cat:AM6000 Lot:0910061 -16"; donor(cell lot):"3 pool"; ethnicity:"mixed"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	657	OP-HELISCOPE-CAGE-v3.12	CNhs10631	CNhs10631	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch03	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	delve_align	male	spleen%2c%20adult%2c%20pool1.CNhs10631.10025-101D7.hg19.nobarcode.bam
10026-101D8	10026-101D8	testis, adult, pool1	Homo sapiens	standard whole cell	standard whole cell	10026-101D8.rna	10026-101D8.rna	total RNA	comment:company:"Ambion"; RNA lot number:"0910061 -17"; RNA Catalog number:"Cat:AM6000 Lot:0910061 -17"; donor(cell lot):"3 pool"; ethnicity:"C"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	657	OP-HELISCOPE-CAGE-v3.12	CNhs10632	CNhs10632	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch22	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	delve_align	male	testis%2c%20adult%2c%20pool1.CNhs10632.10026-101D8.hg19.nobarcode.bam
10027-101D9	10027-101D9	thymus, adult, pool1	Homo sapiens	standard whole cell	standard whole cell	10027-101D9.rna	10027-101D9.rna	total RNA	comment:company:"Ambion"; RNA lot number:"0910061 -18"; RNA Catalog number:"Cat:AM6000 Lot:0910061 -18"; donor(cell lot):"3 pool"; ethnicity:""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	657	OP-HELISCOPE-CAGE-v3.12	CNhs10633	CNhs10633	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch19	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	delve_align	male	thymus%2c%20adult%2c%20pool1.CNhs10633.10027-101D9.hg19.nobarcode.bam
10028-101E1	10028-101E1	thyroid, adult, pool1	Homo sapiens	standard whole cell	standard whole cell	10028-101E1.rna	10028-101E1.rna	total RNA	comment:company:"Ambion"; RNA lot number:"0910061 -19"; RNA Catalog number:"Cat:AM6000 Lot:0910061 -19"; donor(cell lot):"3 pool"; ethnicity:"C"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	657	OP-HELISCOPE-CAGE-v3.12	CNhs10634	CNhs10634	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch16	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	delve_align	mixture	thyroid%2c%20adult%2c%20pool1.CNhs10634.10028-101E1.hg19.nobarcode.bam
10029-101E2	10029-101E2	trachea, adult, pool1	Homo sapiens	standard whole cell	standard whole cell	10029-101E2.rna	10029-101E2.rna	total RNA	comment:company:"Ambion"; RNA lot number:"0910061 -20"; RNA Catalog number:"Cat:AM6000 Lot:0910061 -20"; donor(cell lot):"3 pool"; ethnicity:"C"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	657	OP-HELISCOPE-CAGE-v3.12	CNhs10635	CNhs10635	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch13	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	delve_align	mixture	trachea%2c%20adult%2c%20pool1.CNhs10635.10029-101E2.hg19.nobarcode.bam
10030-101E3	10030-101E3	retina, adult, pool1	Homo sapiens	standard whole cell	standard whole cell	10030-101E3.rna	10030-101E3.rna	total RNA	comment:company:"Clontech"; RNA lot number:"9100123A"; RNA Catalog number:"Cat:636579"; donor(cell lot):"25 pool"; ethnicity:"C"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	657	OP-HELISCOPE-CAGE-v3.12	CNhs10636	CNhs10636	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch10	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	delve_align	mixture	retina%2c%20adult%2c%20pool1.CNhs10636.10030-101E3.hg19.nobarcode.bam
10031-101E4	10031-101E4	temporal lobe, adult, pool1	Homo sapiens	standard whole cell	standard whole cell	10031-101E4.rna	10031-101E4.rna	total RNA	comment:company:"Clontech"; RNA lot number:"7090051"; RNA Catalog number:"Cat:636564"; donor(cell lot):"8 pool"; ethnicity:"C"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	657	OP-HELISCOPE-CAGE-v3.12	CNhs10637	CNhs10637	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch07	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	delve_align	mixture	temporal%20lobe%2c%20adult%2c%20pool1.CNhs10637.10031-101E4.hg19.nobarcode.bam
10032-101E5	10032-101E5	postcentral gyrus, adult, pool1	Homo sapiens	standard whole cell	standard whole cell	10032-101E5.rna	10032-101E5.rna	total RNA	comment:company:"Clontech"; RNA lot number:"3040377"; RNA Catalog number:"Cat:636573"; donor(cell lot):"5 pool"; ethnicity:"C"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	657	OP-HELISCOPE-CAGE-v3.12	CNhs10638	CNhs10638	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch04	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	delve_align	mixture	postcentral%20gyrus%2c%20adult%2c%20pool1.CNhs10638.10032-101E5.hg19.nobarcode.bam
10033-101E6	10033-101E6	pons, adult, pool1	Homo sapiens	standard whole cell	standard whole cell	10033-101E6.rna	10033-101E6.rna	total RNA	comment:company:"Clontech"; RNA lot number:"8101345A"; RNA Catalog number:"Cat:636572"; donor(cell lot):"20 pool"; ethnicity:"C"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	658	OP-HELISCOPE-CAGE-v3.12	CNhs10640	CNhs10640	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch23	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	delve_align	mixture	pons%2c%20adult%2c%20pool1.CNhs10640.10033-101E6.hg19.nobarcode.bam
10034-101E7	10034-101E7	parietal lobe, adult, pool1	Homo sapiens	standard whole cell	standard whole cell	10034-101E7.rna	10034-101E7.rna	total RNA	comment:company:"Clontech"; RNA lot number:"636571"; RNA Catalog number:"Cat:636571"; donor(cell lot):"4 pool"; ethnicity:"C"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	658	OP-HELISCOPE-CAGE-v3.12	CNhs10641	CNhs10641	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch20	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	delve_align	mixture	parietal%20lobe%2c%20adult%2c%20pool1.CNhs10641.10034-101E7.hg19.nobarcode.bam
10035-101E8	10035-101E8	paracentral gyrus, adult, pool1	Homo sapiens	standard whole cell	standard whole cell	10035-101E8.rna	10035-101E8.rna	total RNA	comment:company:"Clontech"; RNA lot number:"3040378"; RNA Catalog number:"Cat:636574"; donor(cell lot):"19 pool"; ethnicity:"C"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	658	OP-HELISCOPE-CAGE-v3.12	CNhs10642	CNhs10642	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch17	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	delve_align	mixture	paracentral%20gyrus%2c%20adult%2c%20pool1.CNhs10642.10035-101E8.hg19.nobarcode.bam
10036-101E9	10036-101E9	occipital pole, adult, pool1	Homo sapiens	standard whole cell	standard whole cell	10036-101E9.rna	10036-101E9.rna	total RNA	comment:company:"Clontech"; RNA lot number:"3040374"; RNA Catalog number:"Cat:636570"; donor(cell lot):"14 pool"; ethnicity:"C"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	658	OP-HELISCOPE-CAGE-v3.12	CNhs10643	CNhs10643	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch14	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	/sequencedata/heliscope/srf/2010_07_27_R4_30Q_1100FOV/	delve_align	mixture	occipital%20pole%2c%20adult%2c%20pool1.CNhs10643.10036-101E9.hg19.nobarcode.bam
