Extract Name	Comment [rna_tube]	Comment [sample_name]	Comment [organism]	Protocol REF	Parameter [rna_extraction]	Extract Name	Comment [rna_id]	Comment [Material Type]	Comment [comment_on_rna]	Protocol REF	Comment [lsid]	Parameter [library_protocol]	Library Name	Comment [library_id]	Protocol REF	Parameter [sequence_protocol]	Parameter [machine_name]	Parameter [run_name]	Parameter [flowcell.channel]	File Name	Comment [sequence_raw_file]	Protocol REF	Parameter [sex]	File Name
11632-122C3	11632-122C3	Mouse Astrocytes - hippocampus, donor3	Mus musculus	standard whole cell	standard whole cell	11632-122C3.rna	11632-122C3.rna	total RNA	comment:Sample category:"FANTOM5 update November1"; company:"Sciencell/3H"; RNA lot number:"lot:4129";RNA Catalog number:"custom";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.6; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v4.0	839	OP-HELISCOPE-CAGE-v4.0	CNhs12106	CNhs12106	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch15	/sequencedata/heliscope/srf/2011_2_11__RikenRun7	/sequencedata/heliscope/srf/2011_2_11__RikenRun7	delve_align	undefined_sex_type	Mouse%20Astrocytes%20-%20hippocampus%2c%20donor3.CNhs12106.11632-122C3.mm9.nobarcode.bam
11633-122C4	11633-122C4	Mouse Astrocytes, donor3	Mus musculus	standard whole cell	standard whole cell	11633-122C4.rna	11633-122C4.rna	total RNA	comment:Sample category:"FANTOM5 snapshot"; company:"Sciencell/3H"; cell lot:"N/A"; cell catalog:"N/A"; RNA lot number:"lot:4657"; RNA Catalog number:"custom"; donor(cell lot):""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.6; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v4.0	839	OP-HELISCOPE-CAGE-v4.0	CNhs12107	CNhs12107	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch12	/sequencedata/heliscope/srf/2011_2_11__RikenRun7	/sequencedata/heliscope/srf/2011_2_11__RikenRun7	delve_align	undefined_sex_type	Mouse%20Astrocytes%2c%20donor3.CNhs12107.11633-122C4.mm9.nobarcode.bam
11634-122C5	11634-122C5	Mouse Cardiac Myocytes, donor3	Mus musculus	standard whole cell	standard whole cell	11634-122C5.rna	11634-122C5.rna	total RNA	comment:Sample category:"FANTOM5 update January20"; company:"Sciencell/3H"; cell lot:"N/A";cell catalog:"N/A";RNA lot number:"4454";RNA Catalog number:"M6200";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:8.7; A260A280:2.09; A260A230:2.06	OP-HELISCOPE-CAGE-v4.0	913	OP-HELISCOPE-CAGE-v4.0	CNhs12353	CNhs12353	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch15	/sequencedata/heliscope/srf/2011_4_20__	/sequencedata/heliscope/srf/2011_4_20__	delve_align	undefined_sex_type	Mouse%20Cardiac%20Myocytes%2c%20donor3.CNhs12353.11634-122C5.mm9.nobarcode.bam
11636-122C7	11636-122C7	Mouse Granule cells, donor3	Mus musculus	standard whole cell	standard whole cell	11636-122C7.rna	11636-122C7.rna	total RNA	comment:Sample category:"FANTOM5 update November1"; company:"Sciencell/3H"; RNA lot number:"RNAMG1";RNA Catalog number:"custom";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v4.0	839	OP-HELISCOPE-CAGE-v4.0	CNhs12108	CNhs12108	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch09	/sequencedata/heliscope/srf/2011_2_11__RikenRun7	/sequencedata/heliscope/srf/2011_2_11__RikenRun7	delve_align	undefined_sex_type	Mouse%20Granule%20cells%2c%20donor3.CNhs12108.11636-122C7.mm9.nobarcode.bam
11637-122C8	11637-122C8	Mouse hepatocyte, donor3	Mus musculus	standard whole cell	standard whole cell	11637-122C8.rna	11637-122C8.rna	total RNA	comment:Sample category:"FANTOM5 update February1"; company:"xenotech"; RNA Catalog number:"M1000.H15";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.04; A260A230:1.75	OP-HELISCOPE-CAGE-v4.0	952	OP-HELISCOPE-CAGE-v4.0	CNhs12615	CNhs12615	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch07	/sequencedata/heliscope/srf/2011_3_15_RikenRun13	/sequencedata/heliscope/srf/2011_3_15_RikenRun13	delve_align	male	Mouse%20hepatocyte%2c%20donor3.CNhs12615.11637-122C8.mm9.nobarcode.bam
11639-122D1	11639-122D1	Mouse Meningeal cells, donor3	Mus musculus	standard whole cell	standard whole cell	11639-122D1.rna	11639-122D1.rna	total RNA	comment:Sample category:"FANTOM5 update November1"; company:"Sciencell/3H"; RNA lot number:"RNAM5771";RNA Catalog number:"custom";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v4.0	839	OP-HELISCOPE-CAGE-v4.0	CNhs12109	CNhs12109	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch06	/sequencedata/heliscope/srf/2011_2_11__RikenRun7	/sequencedata/heliscope/srf/2011_2_11__RikenRun7	delve_align	undefined_sex_type	Mouse%20Meningeal%20cells%2c%20donor3.CNhs12109.11639-122D1.mm9.nobarcode.bam
11640-122D2	11640-122D2	Mouse Mesenchymal stem cells - bone marrow derived, donor3	Mus musculus	standard whole cell	standard whole cell	11640-122D2.rna	11640-122D2.rna	total RNA	comment:Sample category:"FANTOM5 update February1"; company:"Sciencell/3H"; RNA lot number:"RNAMCS3";RNA Catalog number:"custom";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.22; A260A230:2.14	OP-HELISCOPE-CAGE-v4.0	952	OP-HELISCOPE-CAGE-v4.0	CNhs12616	CNhs12616	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch04	/sequencedata/heliscope/srf/2011_3_15_RikenRun13	/sequencedata/heliscope/srf/2011_3_15_RikenRun13	delve_align	undefined_sex_type	Mouse%20Mesenchymal%20stem%20cells%20-%20bone%20marrow%20derived%2c%20donor3.CNhs12616.11640-122D2.mm9.nobarcode.bam
11641-122D3	11641-122D3	Mouse Microglia, donor3	Mus musculus	standard whole cell	standard whole cell	11641-122D3.rna	11641-122D3.rna	total RNA	comment:Sample category:"FANTOM5 update February1"; company:"Sciencell/3H"; RNA lot number:"RNAMG3";RNA Catalog number:"custom";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.06; A260A230:2.11	OP-HELISCOPE-CAGE-v4.0	952	OP-HELISCOPE-CAGE-v4.0	CNhs12617	CNhs12617	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch01	/sequencedata/heliscope/srf/2011_3_15_RikenRun13	/sequencedata/heliscope/srf/2011_3_15_RikenRun13	delve_align	undefined_sex_type	Mouse%20Microglia%2c%20donor3.CNhs12617.11641-122D3.mm9.nobarcode.bam
11643-122D5	11643-122D5	Mouse Neurons - dorsal spinal cord, donor3	Mus musculus	standard whole cell	standard whole cell	11643-122D5.rna	11643-122D5.rna	total RNA	comment:Sample category:"FANTOM5 update February1"; company:"Sciencell/3H"; RNA lot number:"RNADOR3";RNA Catalog number:"custom";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.14; A260A230:1.26	OP-HELISCOPE-CAGE-v4.0	952	OP-HELISCOPE-CAGE-v4.0	CNhs12618	CNhs12618	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch23	/sequencedata/heliscope/srf/2011_3_15_RikenRun13	/sequencedata/heliscope/srf/2011_3_15_RikenRun13	delve_align	undefined_sex_type	Mouse%20Neurons%20-%20dorsal%20spinal%20cord%2c%20donor3.CNhs12618.11643-122D5.mm9.nobarcode.bam
11644-122D6	11644-122D6	Mouse Neurons - hippocampal, donor3	Mus musculus	standard whole cell	standard whole cell	11644-122D6.rna	11644-122D6.rna	total RNA	comment:Sample category:"FANTOM5 update November1"; company:"Sciencell/3H"; RNA lot number:"RNAMNh3";RNA Catalog number:"custom";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v4.0	839	OP-HELISCOPE-CAGE-v4.0	CNhs12110	CNhs12110	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch03	/sequencedata/heliscope/srf/2011_2_11__RikenRun7	/sequencedata/heliscope/srf/2011_2_11__RikenRun7	delve_align	undefined_sex_type	Mouse%20Neurons%20-%20hippocampal%2c%20donor3.CNhs12110.11644-122D6.mm9.nobarcode.bam
11645-122D7	11645-122D7	Mouse Neurons - raphe, donor3	Mus musculus	standard whole cell	standard whole cell	11645-122D7.rna	11645-122D7.rna	total RNA	comment:Sample category:"FANTOM5 update February1"; company:"Sciencell/3H"; RNA lot number:"RNARAP1";RNA Catalog number:"custom";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.06; A260A230:2.27	OP-HELISCOPE-CAGE-v4.0	952	OP-HELISCOPE-CAGE-v4.0	CNhs12619	CNhs12619	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch20	/sequencedata/heliscope/srf/2011_3_15_RikenRun13	/sequencedata/heliscope/srf/2011_3_15_RikenRun13	delve_align	undefined_sex_type	Mouse%20Neurons%20-%20raphe%2c%20donor3.CNhs12619.11645-122D7.mm9.nobarcode.bam
11646-122D8	11646-122D8	Mouse Neurons - striatal, donor3	Mus musculus	standard whole cell	standard whole cell	11646-122D8.rna	11646-122D8.rna	total RNA	comment:Sample category:"FANTOM5 update November1"; company:"Sciencell/3H"; RNA lot number:"RNAMNS1";RNA Catalog number:"custom";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v4.0	839	OP-HELISCOPE-CAGE-v4.0	CNhs12111	CNhs12111	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch22	/sequencedata/heliscope/srf/2011_03_04_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2011_03_04_R2_30Q_1100FOV	delve_align	undefined_sex_type	Mouse%20Neurons%20-%20striatal%2c%20donor3.CNhs12111.11646-122D8.mm9.nobarcode.bam
11647-122D9	11647-122D9	Mouse Neurons - cortical, donor3	Mus musculus	standard whole cell	standard whole cell	11647-122D9.rna	11647-122D9.rna	total RNA	comment:Sample category:"FANTOM5 update November1"; company:"Sciencell/3H"; RNA lot number:"RNAMNC1";RNA Catalog number:"custom";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v4.0	839	OP-HELISCOPE-CAGE-v4.0	CNhs12112	CNhs12112	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch19	/sequencedata/heliscope/srf/2011_03_04_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2011_03_04_R2_30Q_1100FOV	delve_align	undefined_sex_type	Mouse%20Neurons%20-%20cortical%2c%20donor3.CNhs12112.11647-122D9.mm9.nobarcode.bam
11648-122E1	11648-122E1	Mouse Neurons - ventral spinal cord, donor3	Mus musculus	standard whole cell	standard whole cell	11648-122E1.rna	11648-122E1.rna	total RNA	comment:Sample category:"FANTOM5 update November1"; company:"Sciencell/3H"; RNA lot number:"RNAMSC1";RNA Catalog number:"custom";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v4.0	839	OP-HELISCOPE-CAGE-v4.0	CNhs12113	CNhs12113	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch16	/sequencedata/heliscope/srf/2011_03_04_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2011_03_04_R2_30Q_1100FOV	delve_align	undefined_sex_type	Mouse%20Neurons%20-%20ventral%20spinal%20cord%2c%20donor3.CNhs12113.11648-122E1.mm9.nobarcode.bam
11651-122E4	11651-122E4	Mouse Schwann, donor3	Mus musculus	standard whole cell	standard whole cell	11651-122E4.rna	11651-122E4.rna	total RNA	comment:Sample category:"FANTOM5 update November1"; company:"Sciencell/3H"; RNA lot number:"lot:3915";RNA Catalog number:"custom";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.7; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v4.0	839	OP-HELISCOPE-CAGE-v4.0	CNhs12115	CNhs12115	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch10	/sequencedata/heliscope/srf/2011_03_04_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2011_03_04_R2_30Q_1100FOV	delve_align	undefined_sex_type	Mouse%20Schwann%2c%20donor3.CNhs12115.11651-122E4.mm9.nobarcode.bam
11708-123B7	11708-123B7	Mouse Astrocytes - cerebellar, donor1	Mus musculus	standard whole cell	standard whole cell	11708-123B7.rna	11708-123B7.rna	total RNA	comment:Sample category:"FANTOM5 update April14"; company:"Sciencell/3H"; RNA lot number:"RNA3928";RNA Catalog number:"custom";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v4.0	1000	OP-HELISCOPE-CAGE-v4.0	CNhs13077	CNhs13077	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch20	/sequencedata/heliscope/srf/2011_05_06_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2011_05_06_R2_30Q_1100FOV	delve_align	UNDEFINED_SEX_TYPE	Mouse%20Astrocytes%20-%20cerebellar%2c%20donor1.CNhs13077.11708-123B7.mm9.nobarcode.bam
11709-123B8	11709-123B8	Mouse Astrocytes - hippocampus, donor1	Mus musculus	standard whole cell	standard whole cell	11709-123B8.rna	11709-123B8.rna	total RNA	comment:Sample category:"FANTOM5 update November1"; company:"Sciencell/3H"; RNA lot number:"lot:5772";RNA Catalog number:"custom";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.5; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v4.0	839	OP-HELISCOPE-CAGE-v4.0	CNhs12129	CNhs12129	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch18	/sequencedata/heliscope/srf/2011_03_04_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2011_03_04_R2_30Q_1100FOV	delve_align	undefined_sex_type	Mouse%20Astrocytes%20-%20hippocampus%2c%20donor1.CNhs12129.11709-123B8.mm9.nobarcode.bam
11710-123B9	11710-123B9	Astrocytes, donor1	Mus musculus			11710-123B9.rna	11710-123B9.rna		Sample category:"FANTOM5 snapshot"; company:"Sciencell/3H"; cell lot:"N/A"; cell catalog:"N/A"; RNA lot number:"lot:4172"; RNA Catalog number:"custom"; donor(cell lot):""	OP-HELISCOPE-CAGE-v3.12	842	OP-HELISCOPE-CAGE-v3.12	CNhs11915	CNhs11915	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch11	/sequencedata/heliscope/srf/2011_01_28_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2011_01_28_R2_30Q_1100FOV	delve_align	undefined_sex_type	Astrocytes%2c%20donor1.CNhs11915.11710-123B9.mm9.nobarcode.bam
11711-123C1	11711-123C1	Mouse Cardiac Myocytes, donor1	Mus musculus	standard whole cell	standard whole cell	11711-123C1.rna	11711-123C1.rna	total RNA	comment:Sample category:"FANTOM5 update January20"; company:"Sciencell/3H"; cell lot:"N/A";cell catalog:"N/A";RNA lot number:"3920";RNA Catalog number:"M6200";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.8; A260A280:2.08; A260A230:2.17	OP-HELISCOPE-CAGE-v4.0	913	OP-HELISCOPE-CAGE-v4.0	CNhs12355	CNhs12355	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch09	/sequencedata/heliscope/srf/2011_4_20__	/sequencedata/heliscope/srf/2011_4_20__	delve_align	undefined_sex_type	Mouse%20Cardiac%20Myocytes%2c%20donor1.CNhs12355.11711-123C1.mm9.nobarcode.bam
11712-123C2	11712-123C2	Mouse Embryonic fibroblasts, donor1	Mus musculus	standard whole cell	standard whole cell	11712-123C2.rna	11712-123C2.rna	total RNA	comment:Sample category:"FANTOM5 update November1"; company:"Sciencell/3H"; RNA lot number:"lot:3558";RNA Catalog number:"custom";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.8; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v4.0	839	OP-HELISCOPE-CAGE-v4.0	CNhs12130	CNhs12130	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch15	/sequencedata/heliscope/srf/2011_03_04_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2011_03_04_R2_30Q_1100FOV	delve_align	undefined_sex_type	Mouse%20Embryonic%20fibroblasts%2c%20donor1.CNhs12130.11712-123C2.mm9.nobarcode.bam
