Extract Name	Comment [rna_tube]	Comment [sample_name]	Comment [organism]	Protocol REF	Parameter [rna_extraction]	Extract Name	Comment [rna_id]	Comment [Material Type]	Comment [comment_on_rna]	Protocol REF	Comment [lsid]	Parameter [library_protocol]	Library Name	Comment [library_id]	Protocol REF	Parameter [sequence_protocol]	Parameter [machine_name]	Parameter [run_name]	Parameter [flowcell.channel]	File Name	Comment [sequence_raw_file]	Protocol REF	Parameter [sex]	File Name
10415-106C1	10415-106C1	gall bladder carcinoma cell line:TGBC2TKB	Homo sapiens	standard whole cell	standard whole cell	10415-106C1.rna	10415-106C1.rna	total RNA	comment:Sample category:"FANTOM5 cell line"; company:"RIKEN Bioresource centre"; RNA lot number:""; RNA Catalog number:""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.09; A260A230:1.43	OP-HELISCOPE-CAGE-v3.12	691	OP-HELISCOPE-CAGE-v3.12	CNhs10733	CNhs10733	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch14	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	delve_align	female	gall%20bladder%20carcinoma%20cell%20line%3aTGBC2TKB.CNhs10733.10415-106C1.hg19.nobarcode.bam
10416-106C2	10416-106C2	chronic lymphocytic leukemia (T-CLL) cell line:SKW-3	Homo sapiens	standard whole cell	standard whole cell	10416-106C2.rna	10416-106C2.rna	total RNA	comment:Sample category:"FANTOM5 cell line"; company:"RIKEN Bioresource centre"; RNA lot number:""; RNA Catalog number:""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:8.5; A260A280:2.05; A260A230:0.7	OP-HELISCOPE-CAGE-v4.0	819	OP-HELISCOPE-CAGE-v4.0	CNhs11714	CNhs11714	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch14	/sequencedata/heliscope/srf/2010_12_10_R4_30Q_1100FOV	/sequencedata/heliscope/srf/2010_12_10_R4_30Q_1100FOV	delve_align	male	chronic%20lymphocytic%20leukemia%20%28T-CLL%29%20cell%20line%3aSKW-3.CNhs11714.10416-106C2.hg19.nobarcode.bam
10417-106C3	10417-106C3	papillotubular adenocarcinoma cell line:TGBC18TKB	Homo sapiens	standard whole cell	standard whole cell	10417-106C3.rna	10417-106C3.rna	total RNA	comment:Sample category:"FANTOM5 cell line"; company:"RIKEN Bioresource centre"; RNA lot number:""; RNA Catalog number:""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.06; A260A230:1.82	OP-HELISCOPE-CAGE-v3.12	691	OP-HELISCOPE-CAGE-v3.12	CNhs10734	CNhs10734	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch11	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	delve_align	female	papillotubular%20adenocarcinoma%20cell%20line%3aTGBC18TKB.CNhs10734.10417-106C3.hg19.nobarcode.bam
10418-106C4	10418-106C4	transitional-cell carcinoma cell line:5637	Homo sapiens	standard whole cell	standard whole cell	10418-106C4.rna	10418-106C4.rna	total RNA	comment:Sample category:"FANTOM5 cell line"; company:"RIKEN Bioresource centre"; RNA lot number:""; RNA Catalog number:""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.13; A260A230:1.49	OP-HELISCOPE-CAGE-v3.12	691	OP-HELISCOPE-CAGE-v3.12	CNhs10735	CNhs10735	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch08	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	delve_align	male	transitional-cell%20carcinoma%20cell%20line%3a5637.CNhs10735.10418-106C4.hg19.nobarcode.bam
10419-106C5	10419-106C5	breast carcinoma cell line:MDA-MB-453	Homo sapiens	standard whole cell	standard whole cell	10419-106C5.rna	10419-106C5.rna	total RNA	comment:Sample category:"FANTOM5 cell line"; company:"RIKEN Bioresource centre"; RNA lot number:""; RNA Catalog number:""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.09; A260A230:1.83	OP-HELISCOPE-CAGE-v3.12	691	OP-HELISCOPE-CAGE-v3.12	CNhs10736	CNhs10736	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch05	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	delve_align	female	breast%20carcinoma%20cell%20line%3aMDA-MB-453.CNhs10736.10419-106C5.hg19.nobarcode.bam
10420-106C6	10420-106C6	colon carcinoma cell line:COLO-320	Homo sapiens	standard whole cell	standard whole cell	10420-106C6.rna	10420-106C6.rna	total RNA	comment:Sample category:"FANTOM5 cell line"; company:"RIKEN Bioresource centre"; RNA lot number:""; RNA Catalog number:""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.07; A260A230:1.64	OP-HELISCOPE-CAGE-v3.12	691	OP-HELISCOPE-CAGE-v3.12	CNhs10737	CNhs10737	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch02	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	delve_align	female	colon%20carcinoma%20cell%20line%3aCOLO-320.CNhs10737.10420-106C6.hg19.nobarcode.bam 
10421-106C7	10421-106C7	adult T-cell leukemia cell line:ATN-1	Homo sapiens	standard whole cell	standard whole cell	10421-106C7.rna	10421-106C7.rna	total RNA	comment:Sample category:"FANTOM5 cell line"; company:"RIKEN Bioresource centre"; RNA lot number:""; RNA Catalog number:""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.11; A260A230:2.07	OP-HELISCOPE-CAGE-v3.12	692	OP-HELISCOPE-CAGE-v3.12	CNhs10738	CNhs10738	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch24	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	delve_align	male	adult%20T-cell%20leukemia%20cell%20line%3aATN-1.CNhs10738.10421-106C7.hg19.nobarcode.bam
10422-106C8	10422-106C8	Burkitt's lymphoma cell line:DAUDI	Homo sapiens	standard whole cell	standard whole cell	10422-106C8.rna	10422-106C8.rna	total RNA	comment:Sample category:"FANTOM5 cell line"; company:"RIKEN Bioresource centre"; RNA lot number:""; RNA Catalog number:""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.12; A260A230:1.9	OP-HELISCOPE-CAGE-v3.12	692	OP-HELISCOPE-CAGE-v3.12	CNhs10739	CNhs10739	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch21	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	delve_align	male	Burkitt%27s%20lymphoma%20cell%20line%3aDAUDI.CNhs10739.10422-106C8.hg19.nobarcode.bam
10423-106C9	10423-106C9	choriocarcinoma cell line:BeWo	Homo sapiens	standard whole cell	standard whole cell	10423-106C9.rna	10423-106C9.rna	total RNA	comment:Sample category:"FANTOM5 cell line"; company:"RIKEN Bioresource centre"; RNA lot number:""; RNA Catalog number:""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.9; A260A280:2.07; A260A230:1.53	OP-HELISCOPE-CAGE-v3.12	692	OP-HELISCOPE-CAGE-v3.12	CNhs10740	CNhs10740	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch18	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	delve_align	male	choriocarcinoma%20cell%20line%3aBeWo.CNhs10740.10423-106C9.hg19.nobarcode.bam
10424-106D1	10424-106D1	splenic lymphoma with villous lymphocytes cell line:SLVL	Homo sapiens	standard whole cell	standard whole cell	10424-106D1.rna	10424-106D1.rna	total RNA	comment:Sample category:"FANTOM5 cell line"; company:"RIKEN Bioresource centre"; RNA lot number:""; RNA Catalog number:""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.07; A260A230:2.08	OP-HELISCOPE-CAGE-v3.12	692	OP-HELISCOPE-CAGE-v3.12	CNhs10741	CNhs10741	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch15	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	delve_align	female	splenic%20lymphoma%20with%20villous%20lymphocytes%20cell%20line%3aSLVL.CNhs10741.10424-106D1.hg19.nobarcode.bam
10425-106D2	10425-106D2	astrocytoma cell line:TM-31	Homo sapiens	standard whole cell	standard whole cell	10425-106D2.rna	10425-106D2.rna	total RNA	comment:Sample category:"FANTOM5 cell line"; company:"RIKEN Bioresource centre"; RNA lot number:""; RNA Catalog number:""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.5; A260A280:2.08; A260A230:2.12	OP-HELISCOPE-CAGE-v3.12	692	OP-HELISCOPE-CAGE-v3.12	CNhs10742	CNhs10742	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch12	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	delve_align	female	astrocytoma%20cell%20line%3aTM-31.CNhs10742.10425-106D2.hg19.nobarcode.bam
10426-106D3	10426-106D3	epidermoid carcinoma cell line:A431	Homo sapiens	standard whole cell	standard whole cell	10426-106D3.rna	10426-106D3.rna	total RNA	comment:Sample category:"FANTOM5 cell line"; company:"RIKEN Bioresource centre"; RNA lot number:""; RNA Catalog number:""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.06; A260A230:1.25	OP-HELISCOPE-CAGE-v3.12	692	OP-HELISCOPE-CAGE-v3.12	CNhs10743	CNhs10743	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch09	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	delve_align	female	epidermoid%20carcinoma%20cell%20line%3aA431.CNhs10743.10426-106D3.hg19.nobarcode.bam
10427-106D4	10427-106D4	b cell line:RPMI1788	Homo sapiens	standard whole cell	standard whole cell	10427-106D4.rna	10427-106D4.rna	total RNA	comment:Sample category:"FANTOM5 cell line"; company:"RIKEN Bioresource centre"; RNA lot number:""; RNA Catalog number:""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.06; A260A230:1.8	OP-HELISCOPE-CAGE-v3.12	692	OP-HELISCOPE-CAGE-v3.12	CNhs10744	CNhs10744	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch06	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	delve_align	male	b%20cell%20line%3aRPMI1788.CNhs10744.10427-106D4.hg19.nobarcode.bam
10428-106D5	10428-106D5	anaplastic carcinoma cell line:8305C	Homo sapiens	standard whole cell	standard whole cell	10428-106D5.rna	10428-106D5.rna	total RNA	comment:Sample category:"FANTOM5 cell line"; company:"RIKEN Bioresource centre"; RNA lot number:""; RNA Catalog number:""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.08; A260A230:1.21	OP-HELISCOPE-CAGE-v3.12	692	OP-HELISCOPE-CAGE-v3.12	CNhs10745	CNhs10745	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch03	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	delve_align	unknown_sex_type	anaplastic%20carcinoma%20cell%20line%3a8305C.CNhs10745.10428-106D5.hg19.nobarcode.bam
10429-106D6	10429-106D6	acute lymphoblastic leukemia (T-ALL) cell line:HPB-ALL	Homo sapiens	standard whole cell	standard whole cell	10429-106D6.rna	10429-106D6.rna	total RNA	comment:Sample category:"FANTOM5 cell line"; company:"RIKEN Bioresource centre"; RNA lot number:""; RNA Catalog number:""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.6; A260A280:2.1; A260A230:1.87	OP-HELISCOPE-CAGE-v3.12	692	OP-HELISCOPE-CAGE-v3.12	CNhs10746	CNhs10746	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch22	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	delve_align	male	acute%20lymphoblastic%20leukemia%20%28T-ALL%29%20cell%20line%3aHPB-ALL.CNhs10746.10429-106D6.hg19.nobarcode.bam
10430-106D7	10430-106D7	non T non B acute lymphoblastic leukemia (ALL) cell line:P30/OHK	Homo sapiens	standard whole cell	standard whole cell	10430-106D7.rna	10430-106D7.rna	total RNA	comment:Sample category:"FANTOM5 cell line"; company:"RIKEN Bioresource centre"; RNA lot number:""; RNA Catalog number:""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.8; A260A280:2.08; A260A230:1.35	OP-HELISCOPE-CAGE-v3.12	692	OP-HELISCOPE-CAGE-v3.12	CNhs10747	CNhs10747	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch19	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	delve_align	female	non%20T%20non%20B%20acute%20lymphoblastic%20leukemia%20%28ALL%29%20cell%20line%3aP30%2fOHK.CNhs10747.10430-106D7.hg19.nobarcode.bam
10431-106D8	10431-106D8	epidermoid carcinoma cell line:Ca Ski	Homo sapiens	standard whole cell	standard whole cell	10431-106D8.rna	10431-106D8.rna	total RNA	comment:Sample category:"FANTOM5 cell line"; company:"RIKEN Bioresource centre"; RNA lot number:""; RNA Catalog number:""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.08; A260A230:1.64	OP-HELISCOPE-CAGE-v3.12	692	OP-HELISCOPE-CAGE-v3.12	CNhs10748	CNhs10748	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch16	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	delve_align	female	epidermoid%20carcinoma%20cell%20line%3aCa%20Ski.CNhs10748.10431-106D8.hg19.nobarcode.bam
10432-106D9	10432-106D9	bile duct carcinoma cell line:HuCCT1	Homo sapiens	standard whole cell	standard whole cell	10432-106D9.rna	10432-106D9.rna	total RNA	comment:Sample category:"FANTOM5 cell line"; company:"RIKEN Bioresource centre"; RNA lot number:""; RNA Catalog number:""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.09; A260A230:1.99	OP-HELISCOPE-CAGE-v3.12	692	OP-HELISCOPE-CAGE-v3.12	CNhs10750	CNhs10750	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch10	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	delve_align	unknown_sex_type	bile%20duct%20carcinoma%20cell%20line%3aHuCCT1.CNhs10750.10432-106D9.hg19.nobarcode.bam
10433-106E1	10433-106E1	giant cell carcinoma cell line:Lu99B	Homo sapiens	standard whole cell	standard whole cell	10433-106E1.rna	10433-106E1.rna	total RNA	comment:Sample category:"FANTOM5 cell line"; company:"RIKEN Bioresource centre"; RNA lot number:""; RNA Catalog number:""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.09; A260A230:1.83	OP-HELISCOPE-CAGE-v3.12	692	OP-HELISCOPE-CAGE-v3.12	CNhs10751	CNhs10751	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch07	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	delve_align	male	giant%20cell%20carcinoma%20cell%20line%3aLu99B.CNhs10751.10433-106E1.hg19.nobarcode.bam
10434-106E2	10434-106E2	oral squamous cell carcinoma cell line:Ca9-22	Homo sapiens	standard whole cell	standard whole cell	10434-106E2.rna	10434-106E2.rna	total RNA	comment:Sample category:"FANTOM5 cell line"; company:"RIKEN Bioresource centre"; RNA lot number:""; RNA Catalog number:""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:10; A260A280:2.09; A260A230:1.76	OP-HELISCOPE-CAGE-v3.12	692	OP-HELISCOPE-CAGE-v3.12	CNhs10752	CNhs10752	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch04	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	delve_align	male	oral%20squamous%20cell%20carcinoma%20cell%20line%3aCa9-22.CNhs10752.10434-106E2.hg19.nobarcode.bam
