Extract Name	Comment [rna_tube]	Comment [sample_name]	Comment [organism]	Protocol REF	Parameter [rna_extraction]	Extract Name	Comment [rna_id]	Comment [Material Type]	Comment [comment_on_rna]	Protocol REF	Comment [lsid]	Parameter [library_protocol]	Library Name	Comment [library_id]	Protocol REF	Parameter [sequence_protocol]	Parameter [machine_name]	Parameter [run_name]	Parameter [flowcell.channel]	File Name	Comment [sequence_raw_file]	Protocol REF	Parameter [sex]	File Name
11221-116B6	11221-116B6	Gingival epithelial cells, donor1 (GEA11)	Homo sapiens	standard whole cell	standard whole cell	11221-116B6.rna	11221-116B6.rna	total RNA	comment:Sample category:"FANTOM5 snapshot"; company:"N/A"; RNA lot number:""; RNA Catalog number:"N/A"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.8; A260A280:2.03333; A260A230:1.89667	OP-HELISCOPE-CAGE-v3.12	723	OP-HELISCOPE-CAGE-v3.12	CNhs11061	CNhs11061	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch24	/sequencedata/heliscope/srf/2010_10_08_R4_30Q_1100FOV	/sequencedata/heliscope/srf/2010_10_08_R4_30Q_1100FOV	delve_align	female	Gingival%20epithelial%20cells%2c%20donor1%20%28GEA11%29.CNhs11061.11221-116B6.hg19.nobarcode.bam
11222-116B7	11222-116B7	Fibroblast - Gingival, donor4 (GFH2)	Homo sapiens	standard whole cell	standard whole cell	11222-116B7.rna	11222-116B7.rna	total RNA	comment:Sample category:"FANTOM5 snapshot"; company:"N/A"; RNA lot number:""; RNA Catalog number:"N/A"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.6; A260A280:2.04333; A260A230:1.98667	OP-HELISCOPE-CAGE-v3.12	700	OP-HELISCOPE-CAGE-v3.12	CNhs10848	CNhs10848	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch15	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	delve_align	male	Fibroblast%20-%20Gingival%2c%20donor4%20%28GFH2%29.CNhs10848.11222-116B7.hg19.nobarcode.bam
11223-116B8	11223-116B8	Fibroblast - Periodontal Ligament, donor4 (PL29)	Homo sapiens	standard whole cell	standard whole cell	11223-116B8.rna	11223-116B8.rna	total RNA	comment:Sample category:"FANTOM5 snapshot"; company:"N/A"; RNA lot number:""; RNA Catalog number:"N/A"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.6; A260A280:2.04; A260A230:1.52	OP-HELISCOPE-CAGE-v4.0	916	OP-HELISCOPE-CAGE-v4.0	CNhs12493	CNhs12493	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch02	/sequencedata/heliscope/srf/2011_3_10_RikenRun12	/sequencedata/heliscope/srf/2011_3_10_RikenRun12	delve_align	female	Fibroblast%20-%20Periodontal%20Ligament%2c%20donor4%20%28PL29%29.CNhs12493.11223-116B8.hg19.nobarcode.bam
11224-116B9	11224-116B9	CD14+ Monocytes, donor1	Homo sapiens	standard whole cell	standard whole cell	11224-116B9.rna	11224-116B9.rna	total RNA	comment:Sample category:"FANTOM5 snapshot"; company:"3HBiomedical"; RNA lot number:"Mon725"; RNA Catalog number:"3H100-30-10"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	700	OP-HELISCOPE-CAGE-v3.12	CNhs10852	CNhs10852	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc2.ch03	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV	delve_align	male	CD14%2b%20Monocytes%2c%20donor1.CNhs10852.11224-116B9.hg19.nobarcode.bam 
11225-116C1	11225-116C1	CD4+ T Cells, donor1	Homo sapiens	standard whole cell	standard whole cell	11225-116C1.rna	11225-116C1.rna	total RNA	comment:Sample category:"FANTOM5 snapshot"; company:"3HBiomedical"; RNA lot number:"CD4T727"; RNA Catalog number:"3H100-23-10"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	702	OP-HELISCOPE-CAGE-v3.12	CNhs10853	CNhs10853	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch22	/sequencedata/heliscope/srf/2010_09_09_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_09_R2_30Q_1100FOV	delve_align	male	CD4%2b%20T%20Cells%2c%20donor1.CNhs10853.11225-116C1.hg19.nobarcode.bam
11226-116C2	11226-116C2	CD8+ T Cells, donor1	Homo sapiens	standard whole cell	standard whole cell	11226-116C2.rna	11226-116C2.rna	total RNA	comment:Sample category:"FANTOM5 snapshot"; company:"3HBiomedical"; RNA lot number:"CD8T725"; RNA Catalog number:"3H100-26-10"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	702	OP-HELISCOPE-CAGE-v3.12	CNhs10854	CNhs10854	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch19	/sequencedata/heliscope/srf/2010_09_09_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_09_R2_30Q_1100FOV	delve_align	male	CD8%2b%20T%20Cells%2c%20donor1.CNhs10854.11226-116C2.hg19.nobarcode.bam
11227-116C3	11227-116C3	Dendritic Cells - monocyte immature derived, donor1, rep2	Homo sapiens	standard whole cell	standard whole cell	11227-116C3.rna	11227-116C3.rna	total RNA	comment:Sample category:"FANTOM5 snapshot"; company:"3HBiomedical"; RNA lot number:"DC723"; RNA Catalog number:"3H100-70-5"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	723	OP-HELISCOPE-CAGE-v3.12	CNhs11062	CNhs11062	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch21	/sequencedata/heliscope/srf/2010_10_08_R4_30Q_1100FOV	/sequencedata/heliscope/srf/2010_10_08_R4_30Q_1100FOV	delve_align	female	Dendritic%20Cells%20-%20monocyte%20immature%20derived%2c%20donor1%2c%20rep2.CNhs11062.11227-116C3.hg19.nobarcode.bam
11227-116C3	11227-116C3	Dendritic Cells - monocyte immature derived, donor1, tech_rep1	Homo sapiens			11227-116C3.rna	11227-116C3.rna		Sample category:"FANTOM5 snapshot"; company:"3HBiomedical"; RNA lot number:"DC723"; RNA Catalog number:"3H100-70-5"	OP-HELISCOPE-CAGE-v3.12	702	OP-HELISCOPE-CAGE-v3.12	CNhs10855	CNhs10855	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch16	/sequencedata/heliscope/srf/2010_09_09_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_09_R2_30Q_1100FOV	delve_align	female	Dendritic%20Cells%20-%20monocyte%20immature%20derived%2c%20donor1%2c%20tech_rep1.CNhs10855.11227-116C3.hg19.nobarcode.bam
11228-116C4	11228-116C4	Dendritic Cells - plasmacytoid, donor1	Homo sapiens			11228-116C4.rna	11228-116C4.rna		Sample category:"FANTOM5 snapshot"; company:"3HBiomedical"; RNA lot number:"PDC737"; RNA Catalog number:"3H100-72-5"	OP-HELISCOPE-CAGE-v3.12	702	OP-HELISCOPE-CAGE-v3.12	CNhs10857	CNhs10857	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch10	/sequencedata/heliscope/srf/2010_09_09_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_09_R2_30Q_1100FOV	delve_align	female	Dendritic%20Cells%20-%20plasmacytoid%2c%20donor1.CNhs10857.11228-116C4.hg19.nobarcode.bam
11229-116C5	11229-116C5	CD14+ monocyte derived endothelial progenitor cells, donor1	Homo sapiens	standard whole cell	standard whole cell	11229-116C5.rna	11229-116C5.rna	total RNA	comment:Sample category:"FANTOM5 snapshot"; company:"3HBiomedical"; RNA lot number:"EPC722"; RNA Catalog number:"3H100-81-10"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	702	OP-HELISCOPE-CAGE-v3.12	CNhs10858	CNhs10858	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch07	/sequencedata/heliscope/srf/2010_09_09_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_09_R2_30Q_1100FOV	delve_align	male	CD14%2b%20monocyte%20derived%20endothelial%20progenitor%20cells%2c%20donor1.CNhs10858.11229-116C5.hg19.nobarcode.bam
11230-116C6	11230-116C6	Natural Killer Cells, donor1	Homo sapiens	standard whole cell	standard whole cell	11230-116C6.rna	11230-116C6.rna	total RNA	comment:Sample category:"FANTOM5 snapshot"; company:"3HBiomedical"; RNA lot number:"NK725"; RNA Catalog number:"3H100-50-10"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	702	OP-HELISCOPE-CAGE-v3.12	CNhs10859	CNhs10859	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch04	/sequencedata/heliscope/srf/2010_09_09_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_09_R2_30Q_1100FOV	delve_align	male	Natural%20Killer%20Cells%2c%20donor1.CNhs10859.11230-116C6.hg19.nobarcode.bam
11231-116C7	11231-116C7	Peripheral Blood Mononuclear Cells, donor1	Homo sapiens	standard whole cell	standard whole cell	11231-116C7.rna	11231-116C7.rna	total RNA	comment:Sample category:"FANTOM5 snapshot"; company:"3HBiomedical"; RNA lot number:"PBMC721"; RNA Catalog number:"3H100-10-10"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	702	OP-HELISCOPE-CAGE-v3.12	CNhs10860	CNhs10860	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch01	/sequencedata/heliscope/srf/2010_09_09_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_09_R2_30Q_1100FOV	delve_align	male	Peripheral%20Blood%20Mononuclear%20Cells%2c%20donor1.CNhs10860.11231-116C7.hg19.nobarcode.bam
11232-116C8	11232-116C8	Macrophage - monocyte derived, donor1	Homo sapiens	standard whole cell	standard whole cell	11232-116C8.rna	11232-116C8.rna	total RNA	comment:Sample category:"FANTOM5 snapshot"; company:"3HBiomedical"; RNA lot number:"Mac722"; RNA Catalog number:"3H100-80-10"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	702	OP-HELISCOPE-CAGE-v3.12	CNhs10861	CNhs10861	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch23	/sequencedata/heliscope/srf/2010_09_09_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_09_R2_30Q_1100FOV	delve_align	male	Macrophage%20-%20monocyte%20derived%2c%20donor1.CNhs10861.11232-116C8.hg19.nobarcode.bam
11233-116C9	11233-116C9	Neutrophils, donor1	Homo sapiens	standard whole cell	standard whole cell	11233-116C9.rna	11233-116C9.rna	total RNA	comment:Sample category:"FANTOM5 snapshot"; company:"3HBiomedical"; RNA lot number:"Neu734"; RNA Catalog number:"3H100-94-25"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	702	OP-HELISCOPE-CAGE-v3.12	CNhs10862	CNhs10862	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch20	/sequencedata/heliscope/srf/2010_09_09_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_09_R2_30Q_1100FOV	delve_align	male	Neutrophils%2c%20donor1.CNhs10862.11233-116C9.hg19.nobarcode.bam
11234-116D1	11234-116D1	Smooth Muscle Cells - Brain Vascular, donor1	Homo sapiens	standard whole cell	standard whole cell	11234-116D1.rna	11234-116D1.rna	total RNA	comment:Sample category:"FANTOM5 snapshot"; company:"Sciencell/3H"; RNA lot number:"2733"; RNA Catalog number:"SC1105"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	702	OP-HELISCOPE-CAGE-v3.12	CNhs10863	CNhs10863	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch17	/sequencedata/heliscope/srf/2010_09_09_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_09_R2_30Q_1100FOV	delve_align	unknown_sex_type	Smooth%20Muscle%20Cells%20-%20Brain%20Vascular%2c%20donor1.CNhs10863.11234-116D1.hg19.nobarcode.bam
11235-116D2	11235-116D2	Astrocyte - cerebral cortex, donor1	Homo sapiens	standard whole cell	standard whole cell	11235-116D2.rna	11235-116D2.rna	total RNA	comment:Sample category:"FANTOM5 snapshot"; company:"Sciencell/3H"; RNA lot number:"1086"; RNA Catalog number:"SC1805"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	702	OP-HELISCOPE-CAGE-v3.12	CNhs10864	CNhs10864	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch14	/sequencedata/heliscope/srf/2010_09_09_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_09_R2_30Q_1100FOV	delve_align	unknown_sex_type	Astrocyte%20-%20cerebral%20cortex%2c%20donor1.CNhs10864.11235-116D2.hg19.nobarcode.bam
11236-116D3	11236-116D3	Endothelial Cells - Lymphatic, donor1	Homo sapiens	standard whole cell	standard whole cell	11236-116D3.rna	11236-116D3.rna	total RNA	comment:Sample category:"FANTOM5 snapshot"; company:"Sciencell/3H"; RNA lot number:"3719"; RNA Catalog number:"SC2015"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	702	OP-HELISCOPE-CAGE-v3.12	CNhs10865	CNhs10865	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch11	/sequencedata/heliscope/srf/2010_09_09_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_09_R2_30Q_1100FOV	delve_align	unknown_sex_type	Endothelial%20Cells%20-%20Lymphatic%2c%20donor1.CNhs10865.11236-116D3.hg19.nobarcode.bam
11237-116D4	11237-116D4	Fibroblast - Gingival, donor1	Homo sapiens	standard whole cell	standard whole cell	11237-116D4.rna	11237-116D4.rna	total RNA	comment:Sample category:"FANTOM5 snapshot"; company:"Sciencell/3H"; RNA lot number:"428"; RNA Catalog number:"SC2625"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	702	OP-HELISCOPE-CAGE-v3.12	CNhs10866	CNhs10866	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch08	/sequencedata/heliscope/srf/2010_09_09_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_09_R2_30Q_1100FOV	delve_align	unknown_sex_type	Fibroblast%20-%20Gingival%2c%20donor1.CNhs10866.11237-116D4.hg19.nobarcode.bam
11238-116D5	11238-116D5	Fibroblast - Periodontal Ligament, donor1	Homo sapiens	standard whole cell	standard whole cell	11238-116D5.rna	11238-116D5.rna	total RNA	comment:Sample category:"FANTOM5 snapshot"; company:"Sciencell/3H"; RNA lot number:"1229"; RNA Catalog number:"SC2635"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	702	OP-HELISCOPE-CAGE-v3.12	CNhs10867	CNhs10867	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch05	/sequencedata/heliscope/srf/2010_09_09_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_09_R2_30Q_1100FOV	delve_align	unknown_sex_type	Fibroblast%20-%20Periodontal%20Ligament%2c%20donor1.CNhs10867.11238-116D5.hg19.nobarcode.bam
11239-116D6	11239-116D6	Smooth Muscle Cells - Colonic, donor1	Homo sapiens	standard whole cell	standard whole cell	11239-116D6.rna	11239-116D6.rna	total RNA	comment:Sample category:"FANTOM5 snapshot"; company:"Sciencell/3H"; RNA lot number:"1830"; RNA Catalog number:"SC2945"; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL	OP-HELISCOPE-CAGE-v3.12	702	OP-HELISCOPE-CAGE-v3.12	CNhs10868	CNhs10868	OP-HELISCOPE-sequencing-v1.0	OP-HELISCOPE-sequencing-v1.0	NA	NA	fc1.ch02	/sequencedata/heliscope/srf/2010_09_09_R2_30Q_1100FOV	/sequencedata/heliscope/srf/2010_09_09_R2_30Q_1100FOV	delve_align	unknown_sex_type	Smooth%20Muscle%20Cells%20-%20Colonic%2c%20donor1.CNhs10868.11239-116D6.hg19.nobarcode.bam 
